conceptQID,conceptName,itemDescription,fieldQID,fieldName
Q514,anatomy,study of the internal structure of organisms and their parts,Q11190,medicine
Q514,anatomy,study of the internal structure of organisms and their parts,Q420,biology
Q12715729,Isobase,Points of equal elevation or depression of the earth's crust,Q1069,geology
Q12718609,statistical method,type of data analysis method,Q112955551,econometric and statistical methods
Q12719646,pond,natural or artificially created body of water in which there is no or little flow velocity,Q42250,hydrology
Q12726596,Dereg,Column in Romanian architecture,Q12271,architecture
Q12727673,entropy,entropy in statistics,Q11473,thermodynamics
Q12737077,occupation,label applied to a person based on an activity they participate in,Q8134,economics
Q333,astronomy,scientific study of celestial objects and phenomena,Q1332231,science studies
Q61809711,color pattern,pattern in which colors are arranged,Q105582462,biology of colour
Q61890180,disability rights,rights of people with disabilities,Q627208,disability studies
Q61951540,normativistics,discipline dealing with the issues of normativity and standardization in language,Q160845,sociolinguistics
Q61963396,text witness,"concrete, individual copy of an (abstract) textual work",Q275456,textual criticism
Q61963396,text witness,"concrete, individual copy of an (abstract) textual work",Q40634,philology
Q62075416,client-social worker relationship,relationship between a social worker and a client,Q205398,social work
Q62087185,Hongakuji,Wikimedia disambiguation page,Q8162,linguistics
Q62664144,Sudoku graph,mathematical graph of a Sudoku,Q131476,graph theory
Q62747734,change of teaching mandate,end cause,Q861455,educational management
Q62931187,graph removal lemma,"lemma that when a graph contains few copies of a given subgraph, then all of the copies can be eliminated by removing a small number of edges",Q131476,graph theory
Q63057957,skin hunger,intense feeling caused by lack of touch,Q9418,psychology
Q63177917,human embryo,first multicellular stage in human development,Q4894037,human embryology
Q63203971,religious hymn,"type of religious song specifically written for the purpose of adoration or prayer, typically addressed to a deity or deities",Q1640693,hymnology
Q63302202,language standardization,process of establishing a standard language,Q2330376,standardology
Q63302202,language standardization,process of establishing a standard language,Q160845,sociolinguistics
Q63313685,history of a geographic region,overview of the history of a region/location/area,Q1802210,regional history
Q63373329,bioreceptivity,ability of a material to be colonised by living organisms,Q228736,materials science
Q63414010,Deretini (Pauly-Wissowa),encyclopedic article in Paulys Realencyclopädie der classischen Altertumswissenschaft (RE),Q12957521,illyrology
Q63721528,rooted tree,directed tree in which one vertex has been designated the root,Q131476,graph theory
Q64139102,KBpedia,free ontology aimed at making data and knowledge interoperable for machine learning,Q54837,Semantic Web
Q64216492,goGermline Technology,goGermline is a fast and efficient technology to generate gene targeted knockout and knock-in mice that uses significantly fewer animals by producing 100% ES cell derived offspring.,Q7108,biotechnology
Q64684842,arabic science fiction,"there are, many fantastic motifs in medieval arabic literature, and modern authors",Q194380,Arabic literature
Q64689363,health services management,academic discipline,Q2920921,management
Q64732757,immune system phenomenon,characteristic properties and processes involved in immunity and an organism's immune response,Q101929,immunology
Q652,Italian,Romance language,Q515601,Italian studies
Q113019512,tenoplasty,Surgery performed on a tendon,Q216685,orthopedics
Q113019512,tenoplasty,Surgery performed on a tendon,Q40821,surgery
Q113041763,atomic and molecular physics,field of research,Q1151533,"Atomic, molecular, and optical physics"
Q113071903,invasion resistance,measure for the likelihood of a biotope being able to withstand a biotic invasion,Q42985020,invasion biology
Q113077601,"history, heritage and archaeology",field of research,Q34749,social science
Q113098209,regolith and landscape evolution,field of research,Q113098300,geomorphology and regolith and landscape evolution
Q113105522,invasive macrophyte,plant visible to the naked human eye that spreads in new habitats,Q5728861,aquatic biology
Q113105522,invasive macrophyte,plant visible to the naked human eye that spreads in new habitats,Q42985020,invasion biology
Q113112790,"photonic and electro-optical devices, sensors and systems",field of research,Q113041614,"photonics, optoelectronics and optical communications"
Q113128717,typological linguistics,field of research,Q113128713,"historical, comparative and typological linguistics"
Q113141562,climate finance,"finance that aims at reducing emissions, and enhancing sinks of greenhouse gases",Q113141555,environment and climate finance
Q113147148,air transport sciences,field of research for the study of aircraft and aviation,Q4688251,aeroecology
Q113147148,air transport sciences,field of research for the study of aircraft and aviation,Q2516517,transport sciences
Q113168820,health information systems research,field of research,Q113168608,health informatics and information systems research
Q113193912,habitat suitability,capacity of a given habitat to support a given species,Q7150,ecology
Q113198072,invasive fly,fly that is spreading outside its original habitat,Q42985020,invasion biology
Q113198072,invasive fly,fly that is spreading outside its original habitat,Q39286,entomology
Q113207531,history of civil engineering,field of scientific history that focuses on the developments of civil engineering,Q5867819,history of engineering
Q113210443,engineering practice,field of research,Q113210442,engineering practice and education
Q113263084,digital calliper,software tool to measure distances in images,Q844240,computer vision
Q113357047,genetic concept,abstract entity in genetics,Q7162,genetics
Q113360143,physical concept,abstract entity in physics,Q413,physics
Q113370812,shrubland restoration,set of activities aimed at restoring shrubland biotopes,Q2428433,restoration ecology
Q113370886,restoration success,ecological variable,Q2428433,restoration ecology
Q113388602,animal nutrition,"ingestion, digestion, and/or assimilation of food by animals",Q4764962,animal nutrition science
Q113455855,timing of biotic invasions,facet of biological invasions,Q42985020,invasion biology
Q113461149,Use Case Map,Use case maps visually describe the functional requirements for a software system.,Q80993,software engineering
Q113461175,Goal-oriented Requirements Language,The Goal-oriented Requirements Language visually describes the non-functional requirements of a software system.,Q80993,software engineering
Q113467676,history of ethnography,aspect of history,Q3136952,history of anthropology
Q113489458,coeffects,programming language abstraction for understanding how programs access the context or environment in which they execute,Q21198,computer science
Q113496102,spot,part of something with a different color from the general or dominant color in it,Q105582462,biology of colour
Q113496395,smooth coat,formation found in the fur and skin,Q105582462,biology of colour
Q113518747,New Mexican literature,literature of the U.S state of New Mexico,Q233762,American literature
Q113534285,writing for children and young adults,academic major,Q113209507,creative and professional writing
Q113547662,skin pigmentation,negroidity of vertebrate skin,Q105582462,biology of colour
Q113585438,heart surgery,surgical operation on the heart,Q235007,cardiac surgery
Q113585666,hindu ethics,ethical teaching in Hindu tradition,Q14254438,religious ethics
Q113626231,"School of Nursing, Emekuku",institution located at emekuku Imo State,Q121176,nursing
Q113630995,"School of Nursing, Birnin-Kudu Jigawa State",Nursing School Located in Jigawa State,Q121176,nursing
Q113631414,"Standard College of Nursing, Minna",Tertiary Institution located at Niger State,Q121176,nursing
Q113662469,Geomythiki,Greek research group,Q918779,geoinformatics
Q113662469,Geomythiki,Greek research group,Q213891,geochronology
Q113662469,Geomythiki,Greek research group,Q131089,geodesy
Q113662469,Geomythiki,Greek research group,Q161764,geochemistry
Q113662469,Geomythiki,Greek research group,Q1069,geology
Q113662469,Geomythiki,Greek research group,Q43518,oceanography
Q113662469,Geomythiki,Greek research group,Q46255,geophysics
Q113662469,Geomythiki,Greek research group,Q1071,geography
Q113861647,history of battles,events of a battle through time,Q192781,military history
Q113861662,history of the tourism industry,aspect of history,Q47398,economic history
Q113897595,Silesian Eagle,Silesian heraldic symbol,Q922610,Polish heraldry
Q113905611,Eli Jerby,Israeli academic,Q43035,electrical engineering
Q114082626,New Zealand fiction,fiction writing in New Zealand,Q936855,New Zealand literature
Q114091572,climatic niche,ecological concept,Q7150,ecology
Q114091572,climatic niche,ecological concept,Q52139,climatology
Q114091911,niche evolution,ecological concept,Q7150,ecology
Q114093850,niche partitioning,ecological concept,Q7150,ecology
