course_name,concept,wikidata_qid,wikidata_label,wikidata_description,wikidata_url
Professional practice,software implementation,Q4684561,software adoption,software implementation,https://www.wikidata.org/wiki/Q4684561
Professional practice,software maintenance,Q940053,software maintenance,modification of a software product after delivery,https://www.wikidata.org/wiki/Q940053
Professional practice,economics,Q8134,economics,"social science that studies the production, distribution, and consumption of goods and services",https://www.wikidata.org/wiki/Q8134
Professional practice,management,Q2920921,management,"administration of an organization, including activities to set the strategy of an organization and coordinate employees to accomplish its objectives",https://www.wikidata.org/wiki/Q2920921
Professional practice,marketing,Q39809,marketing,"study and process of promoting, distributing, and selling products or services to customers",https://www.wikidata.org/wiki/Q39809
Copyright and Patent Law,copyright law,Q67011165,copyright law,area of law,https://www.wikidata.org/wiki/Q67011165
Copyright and Patent Law,copyright,Q1297822,copyright,legal concept in common law regulating rights related to original creative work,https://www.wikidata.org/wiki/Q1297822
Copyright and Patent Law,license agreement,Q725920,end-user license agreement,contract between the licensor and purchaser of a piece of software,https://www.wikidata.org/wiki/Q725920
Copyright and Patent Law,personal data protection,Q61072436,Personal Data Protection Authority,Turkish Data Protection Authority,https://www.wikidata.org/wiki/Q61072436
Copyright and Patent Law,e-commerce,Q484847,e-commerce,type of business industry usually conducted over the Internet,https://www.wikidata.org/wiki/Q484847
Copyright and Patent Law,industrial property,Q2750057,industrial property,intellectual property applied to industry,https://www.wikidata.org/wiki/Q2750057
Copyright and Patent Law,invention,Q14208553,invention,"unique or novel device, method, composition or process",https://www.wikidata.org/wiki/Q14208553
Copyright and Patent Law,trademark,Q167270,trademark,trade identifier of products or services,https://www.wikidata.org/wiki/Q167270
Theory of Computation,theory of computation,Q844718,theory of computation,subfield of computer science,https://www.wikidata.org/wiki/Q844718
Theory of Computation,recursive function,Q284164,μ-recursive function,one of several equivalent definitions of a computable function,https://www.wikidata.org/wiki/Q284164
Theory of Computation,lambda calculus,Q242028,lambda calculus,formal system in mathematical logic,https://www.wikidata.org/wiki/Q242028
Theory of Computation,church-rosser theorem,Q1308502,Church–Rosser theorem,"theorem that, when applying reduction rules to terms in some variants of the lambda calculus, the ordering in which the reductions are chosen does not make a difference to the eventual result",https://www.wikidata.org/wiki/Q1308502
Theory of Computation,turing machine,Q163310,Turing machine,abstract computation model; mathematical model of computation that defines an abstract machine which manipulates symbols on a strip of tape according to a table of rules,https://www.wikidata.org/wiki/Q163310
Theory of Computation,decision problem,Q3262192,decision problem,yes/no problem in computer science,https://www.wikidata.org/wiki/Q3262192
Theory of Computation,halting problem,Q622849,halting problem,problem of determining whether a given program will finish running or continue forever,https://www.wikidata.org/wiki/Q622849
Theory of Computation,rice's theorem,Q1893717,Rice's theorem,theorem in computability theory,https://www.wikidata.org/wiki/Q1893717
Theory of Computation,first-order logic,Q4055684,first-order logic,"collection of formal systems used in mathematics, philosophy, linguistics, and computer science",https://www.wikidata.org/wiki/Q4055684
Theory of Computation,gödel's incompleteness theorems,Q200787,Gödel's incompleteness theorems,theorem that a wide class of logical systems cannot be both consistent and complete,https://www.wikidata.org/wiki/Q200787
Software Engineering Team Project,software engineering,Q80993,software engineering,application on systematic approaches to developing software,https://www.wikidata.org/wiki/Q80993
Software Engineering Team Project,requirements engineering,Q376937,requirements engineering,"process of defining, documenting, and maintaining requirements in the engineering design process",https://www.wikidata.org/wiki/Q376937
Software Engineering Team Project,software design,Q857102,software design,process by which an agent creates a specification of a software artifact,https://www.wikidata.org/wiki/Q857102
Software Engineering Team Project,software implementation,Q4684561,software adoption,software implementation,https://www.wikidata.org/wiki/Q4684561
Software Engineering Team Project,software integration,,,,
Software Engineering Team Project,software testing,Q188522,software testing,investigation conducted to provide information about the quality of a software product or service under test and enable the business to understand the risks of software implementation,https://www.wikidata.org/wiki/Q188522
Software Engineering Team Project,software life cycle,Q2904257,software development process,process by which software is developed,https://www.wikidata.org/wiki/Q2904257
Software Engineering Team Project,software architecture,Q846636,software architecture,high level structures of a software system,https://www.wikidata.org/wiki/Q846636
Software Engineering Team Project,software configuration management,Q613566,software configuration management,task of tracking and controlling changes in the software,https://www.wikidata.org/wiki/Q613566
Design Studio 2,design,Q82604,design,creation of a plan or convention for the construction of an object or a system; process of creation; act of creativity and innovation,https://www.wikidata.org/wiki/Q82604
Design Studio 2,validation,Q541014,cross-validation,statistical model validation technique,https://www.wikidata.org/wiki/Q541014
Engineering diploma workshop,thesis,Q1266946,thesis,a scholarly work submitted as a requirement to obtain an academic degree; Use Q187685 for PhD thesis,https://www.wikidata.org/wiki/Q1266946
Engineering diploma workshop,presentation (communication),Q604733,presentation,process of presenting a topic to an audience,https://www.wikidata.org/wiki/Q604733
Engineering diploma workshop,engineering,Q11023,engineering,applied science,https://www.wikidata.org/wiki/Q11023
Engineering diploma workshop,discussion,Q168210,Internet forum,online discussion site,https://www.wikidata.org/wiki/Q168210
Graduation project,thesis,Q1266946,thesis,a scholarly work submitted as a requirement to obtain an academic degree; Use Q187685 for PhD thesis,https://www.wikidata.org/wiki/Q1266946
Graduation project,experiment,Q101965,experiment,"scientific procedure carried out to support, refute, or validate a hypothesis",https://www.wikidata.org/wiki/Q101965
Graduation project,implementation,Q245962,implementation,"realization of an application, or execution of a plan, idea, model, design, specification, standard, algorithm, or policy",https://www.wikidata.org/wiki/Q245962
